30.08.1912:37:15,2133,6.04,5.73,           No Sensor,      No Sensor,      No Sensor,      No Sensor,6.87,7.8,8.18,8.55,           No Sensor,      No Sensor,6.67,7.59,8.89,8.38,           No Sensor,      No Sensor,6.98,7.74,8.24,8.25,           No Sensor,      No Sensor,      ,24.48,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1912:42:19,2437,6.09,5.75,           No Sensor,      No Sensor,      No Sensor,      No Sensor,6.92,7.81,8.16,8.55,           No Sensor,      No Sensor,6.68,7.58,8.89,8.41,           No Sensor,      No Sensor,6.98,7.74,8.23,8.28,           No Sensor,      No Sensor,      ,24.46,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1912:47:24,2742,6.12,5.76,           No Sensor,      No Sensor,      No Sensor,      No Sensor,6.98,7.83,8.18,8.53,           No Sensor,      No Sensor,6.69,7.58,8.88,8.44,           No Sensor,      No Sensor,6.97,7.77,8.22,8.33,           No Sensor,      No Sensor,      ,24.46,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1912:52:29,3047,6.15,5.78,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7,7.82,8.15,8.51,           No Sensor,      No Sensor,6.67,7.59,8.85,8.44,           No Sensor,      No Sensor,6.97,7.74,8.2,8.35,           No Sensor,      No Sensor,      ,24.46,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1912:57:34,3352,6.18,5.78,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.01,7.85,8.14,8.5,            No Sensor,      No Sensor,6.65,7.58,8.87,8.45,           No Sensor,      No Sensor,6.97,7.77,8.2,8.36,           No Sensor,      No Sensor,      ,24.44,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1913:02:38,3656,6.21,5.78,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7,7.85,8.11,8.49,           No Sensor,      No Sensor,6.64,7.57,8.85,8.47,           No Sensor,      No Sensor,7,7.77,8.18,8.4,            No Sensor,      No Sensor,      ,24.43,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1913:07:43,3961,6.24,5.8,            No Sensor,      No Sensor,      No Sensor,      No Sensor,7.01,7.87,8.14,8.49,           No Sensor,      No Sensor,6.64,7.58,8.85,8.51,           No Sensor,      No Sensor,7.02,7.77,8.19,8.41,           No Sensor,      No Sensor,      ,24.39,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1913:12:48,4266,6.26,5.82,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.03,7.9,8.14,8.49,           No Sensor,      No Sensor,6.65,7.58,8.84,8.54,           No Sensor,      No Sensor,7.03,7.81,8.19,8.44,           No Sensor,      No Sensor,      ,24.41,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1913:17:52,4570,6.26,5.8,            No Sensor,      No Sensor,      No Sensor,      No Sensor,7.03,7.9,8.11,8.46,           No Sensor,      No Sensor,6.63,7.57,8.83,8.57,           No Sensor,      No Sensor,7.05,7.8,8.16,8.42,           No Sensor,      No Sensor,      ,24.39,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1913:22:57,4875,6.28,5.82,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.08,7.91,8.11,8.46,           No Sensor,      No Sensor,6.65,7.58,8.84,8.6,            No Sensor,      No Sensor,7.07,7.82,8.18,8.45,           No Sensor,      No Sensor,      ,24.37,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1913:28:01,5179,6.3,5.84,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.12,7.95,8.1,8.45,           No Sensor,      No Sensor,6.64,7.57,8.81,8.63,           No Sensor,      No Sensor,7.08,7.82,8.16,8.46,           No Sensor,      No Sensor,      ,24.37,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1913:33:06,5484,6.33,5.84,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.16,7.94,8.09,8.44,           No Sensor,      No Sensor,6.64,7.56,8.81,8.63,           No Sensor,      No Sensor,7.07,7.83,8.16,8.47,           No Sensor,      No Sensor,      ,24.35,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1913:38:10,5788,6.34,5.85,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.19,7.95,8.09,8.45,           No Sensor,      No Sensor,6.65,7.57,8.8,8.64,           No Sensor,      No Sensor,7.07,7.85,8.15,8.49,           No Sensor,      No Sensor,      ,24.37,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1913:43:15,6093,6.33,5.84,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.19,7.96,8.09,8.42,           No Sensor,      No Sensor,6.65,7.57,8.8,8.66,           No Sensor,      No Sensor,7.07,7.86,8.15,8.5,            No Sensor,      No Sensor,      ,24.37,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1913:48:19,6397,6.36,5.85,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.19,7.95,8.08,8.41,           No Sensor,      No Sensor,6.65,7.53,8.8,8.66,           No Sensor,      No Sensor,7.07,7.86,8.14,8.51,           No Sensor,      No Sensor,      ,24.35,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1913:53:24,6702,6.46,5.86,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.22,7.97,8.1,8.42,           No Sensor,      No Sensor,6.67,7.57,8.8,8.68,           No Sensor,      No Sensor,7.12,7.91,8.16,8.54,           No Sensor,      No Sensor,      ,24.34,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1913:58:29,7007,6.51,5.86,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.22,7.96,8.08,8.4,            No Sensor,      No Sensor,6.67,7.56,8.8,8.67,           No Sensor,      No Sensor,7.11,7.91,8.14,8.54,           No Sensor,      No Sensor,      ,24.35,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1914:03:33,7311,6.55,5.88,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.26,7.97,8.09,8.42,           No Sensor,      No Sensor,6.67,7.58,8.8,8.71,           No Sensor,      No Sensor,7.14,7.95,8.16,8.57,           No Sensor,      No Sensor,      ,24.34,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1914:08:38,7616,6.55,5.88,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.24,7.99,8.08,8.4,            No Sensor,      No Sensor,6.67,7.56,8.8,8.7,            No Sensor,      No Sensor,7.14,7.96,8.14,8.57,           No Sensor,      No Sensor,      ,24.34,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1914:13:42,7920,6.57,5.89,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.26,7.99,8.08,8.41,           No Sensor,      No Sensor,6.67,7.57,8.79,8.72,           No Sensor,      No Sensor,7.17,7.97,8.15,8.59,           No Sensor,      No Sensor,      ,24.34,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1914:18:47,8225,6.57,5.89,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.24,7.96,8.05,8.38,           No Sensor,      No Sensor,6.64,7.56,8.77,8.7,            No Sensor,      No Sensor,7.16,7.96,8.13,8.59,           No Sensor,      No Sensor,      ,24.33,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1914:23:51,8529,6.59,5.9,            No Sensor,      No Sensor,      No Sensor,      No Sensor,7.27,7.97,8.06,8.38,           No Sensor,      No Sensor,6.67,7.56,8.79,8.68,           No Sensor,      No Sensor,7.16,7.99,8.14,8.6,            No Sensor,      No Sensor,      ,24.32,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1914:28:56,8834,6.59,5.91,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.27,7.97,8.06,8.37,           No Sensor,      No Sensor,6.65,7.56,8.79,8.7,            No Sensor,      No Sensor,7.17,7.97,8.14,8.62,           No Sensor,      No Sensor,      ,24.32,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1914:34:00,9138,6.59,5.91,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.26,7.99,8.06,8.37,           No Sensor,      No Sensor,6.68,7.56,8.77,8.71,           No Sensor,      No Sensor,7.16,7.99,8.13,8.62,           No Sensor,      No Sensor,      ,24.3,           ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1914:39:05,9443,6.57,5.92,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.27,7.99,8.05,8.36,           No Sensor,      No Sensor,6.64,7.54,8.77,8.71,           No Sensor,      No Sensor,7.16,7.99,8.11,8.63,           No Sensor,      No Sensor,      ,24.28,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1914:44:09,9747,6.57,5.92,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.28,8,8.06,8.37,           No Sensor,      No Sensor,6.67,7.57,8.79,8.72,           No Sensor,      No Sensor,7.17,7.99,8.13,8.66,           No Sensor,      No Sensor,      ,24.28,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1914:49:14,10052,6.58,5.93,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.29,8,8.05,8.36,           No Sensor,      No Sensor,6.65,7.56,8.77,8.72,           No Sensor,      No Sensor,7.17,8,8.11,8.64,           No Sensor,      No Sensor,      ,24.28,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1914:54:19,10357,6.59,5.92,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.29,8.01,8.05,8.35,           No Sensor,      No Sensor,6.65,7.56,8.76,8.71,           No Sensor,      No Sensor,7.17,7.99,8.11,8.64,           No Sensor,      No Sensor,      ,24.27,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1914:59:23,10661,6.62,5.93,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.29,8.02,8.05,8.35,           No Sensor,      No Sensor,6.69,7.57,8.77,8.73,           No Sensor,      No Sensor,7.17,8.01,8.13,8.64,           No Sensor,      No Sensor,      ,24.26,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1915:04:28,10966,6.63,5.95,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.31,8.05,8.06,8.33,           No Sensor,      No Sensor,6.68,7.58,8.77,8.73,           No Sensor,      No Sensor,7.19,8.02,8.13,8.66,           No Sensor,      No Sensor,      ,24.26,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1915:09:33,11271,6.64,5.95,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.29,8.05,8.05,8.32,           No Sensor,      No Sensor,6.68,7.57,8.77,8.72,           No Sensor,      No Sensor,7.18,8,8.1,8.63,           No Sensor,      No Sensor,      ,24.26,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1915:14:37,11575,6.65,5.95,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.31,8.06,8.05,8.33,           No Sensor,      No Sensor,6.68,7.57,8.77,8.72,           No Sensor,      No Sensor,7.19,8.02,8.13,8.64,           No Sensor,      No Sensor,      ,24.25,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1915:19:42,11880,6.67,5.96,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.31,8.05,8.04,8.32,           No Sensor,      No Sensor,6.68,7.57,8.76,8.72,           No Sensor,      No Sensor,7.18,8.01,8.1,8.63,           No Sensor,      No Sensor,      ,24.25,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1915:24:46,12184,6.68,5.97,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.29,8.05,8.05,8.33,           No Sensor,      No Sensor,6.68,7.58,8.76,8.73,           No Sensor,      No Sensor,7.19,8.02,8.11,8.63,           No Sensor,      No Sensor,      ,24.23,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1915:29:51,12489,6.68,5.97,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.29,8.04,8.04,8.32,           No Sensor,      No Sensor,6.7,7.56,8.77,8.72,           No Sensor,      No Sensor,7.18,8.01,8.09,8.6,            No Sensor,      No Sensor,      ,24.23,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1915:34:55,12793,6.68,5.97,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.31,8.05,8.04,8.29,           No Sensor,      No Sensor,6.68,7.56,8.77,8.72,           No Sensor,      No Sensor,7.19,8.02,8.1,8.64,           No Sensor,      No Sensor,      ,24.23,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1915:40:00,13098,6.68,5.99,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.31,8.05,8.04,8.31,           No Sensor,      No Sensor,6.7,7.58,8.76,8.75,           No Sensor,      No Sensor,7.21,8.02,8.11,8.64,           No Sensor,      No Sensor,      ,24.21,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1915:45:04,13402,6.7,6.01,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.32,8.06,8.04,8.32,           No Sensor,      No Sensor,6.69,7.58,8.77,8.75,           No Sensor,      No Sensor,7.21,8.02,8.1,8.64,           No Sensor,      No Sensor,      ,24.23,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1915:50:09,13707,6.69,6.01,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.31,8.05,8.04,8.29,           No Sensor,      No Sensor,6.7,7.57,8.76,8.72,           No Sensor,      No Sensor,7.21,8.01,8.1,8.63,           No Sensor,      No Sensor,      ,24.21,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1915:55:14,14012,6.7,6.03,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.29,8.06,8.05,8.29,           No Sensor,      No Sensor,6.68,7.57,8.77,8.72,           No Sensor,      No Sensor,7.21,8.02,8.1,8.64,           No Sensor,      No Sensor,      ,24.21,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1916:00:18,14316,6.7,6.02,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.29,8.06,8.04,8.28,           No Sensor,      No Sensor,6.7,7.57,8.76,8.75,           No Sensor,      No Sensor,7.22,8.02,8.11,8.66,           No Sensor,      No Sensor,      ,24.21,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1916:05:23,14621,6.72,6.04,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.29,8.06,8.05,8.28,           No Sensor,      No Sensor,6.69,7.58,8.77,8.73,           No Sensor,      No Sensor,7.21,8.04,8.11,8.66,           No Sensor,      No Sensor,      ,24.21,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1916:10:27,14925,6.72,6.03,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.26,8.06,8.04,8.27,           No Sensor,      No Sensor,6.68,7.57,8.76,8.72,           No Sensor,      No Sensor,7.19,8.01,8.09,8.66,           No Sensor,      No Sensor,      ,24.21,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1916:15:32,15230,6.73,6.06,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.27,8.08,8.04,8.27,           No Sensor,      No Sensor,6.68,7.58,8.76,8.73,           No Sensor,      No Sensor,7.19,8.02,8.1,8.66,           No Sensor,      No Sensor,      ,24.21,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1916:20:36,15534,6.72,6.04,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.27,8.05,8.02,8.24,           No Sensor,      No Sensor,6.69,7.56,8.75,8.72,           No Sensor,      No Sensor,7.18,8,8.08,8.66,           No Sensor,      No Sensor,      ,24.19,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1916:25:41,15839,6.72,6.05,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.27,8.05,8.02,8.23,           No Sensor,      No Sensor,6.68,7.56,8.75,8.71,           No Sensor,      No Sensor,7.18,8.01,8.08,8.66,           No Sensor,      No Sensor,      ,24.19,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1916:32:07,16225,6.73,6.09,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.27,8.06,8.04,8.23,           No Sensor,      No Sensor,6.69,7.58,8.76,8.72,           No Sensor,      No Sensor,7.19,8,8.09,8.67,           No Sensor,      No Sensor,      ,24.19,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1916:37:12,16530,6.73,6.1,            No Sensor,      No Sensor,      No Sensor,      No Sensor,7.28,8.06,8.04,8.23,           No Sensor,      No Sensor,6.69,7.58,8.76,8.72,           No Sensor,      No Sensor,7.21,8.01,8.09,8.68,           No Sensor,      No Sensor,      ,24.19,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1916:42:16,16834,6.73,6.11,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.29,8.08,8.05,8.24,           No Sensor,      No Sensor,6.7,7.58,8.77,8.73,           No Sensor,      No Sensor,7.22,8.02,8.1,8.68,           No Sensor,      No Sensor,      ,24.19,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1916:47:21,17139,6.73,6.1,            No Sensor,      No Sensor,      No Sensor,      No Sensor,7.27,8.06,8.04,8.22,           No Sensor,      No Sensor,6.69,7.57,8.75,8.72,           No Sensor,      No Sensor,7.21,8.01,8.09,8.67,           No Sensor,      No Sensor,      ,24.18,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1916:52:25,17443,6.73,6.12,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.28,8.08,8.04,8.22,           No Sensor,      No Sensor,6.7,7.58,8.75,8.73,           No Sensor,      No Sensor,7.22,8.01,8.09,8.67,           No Sensor,      No Sensor,      ,24.18,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1916:57:30,17748,6.73,6.1,            No Sensor,      No Sensor,      No Sensor,      No Sensor,7.24,8.06,8.02,8.19,           No Sensor,      No Sensor,6.68,7.57,8.73,8.72,           No Sensor,      No Sensor,7.21,8,8.08,8.67,           No Sensor,      No Sensor,      ,24.18,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1917:02:34,18052,6.73,6.11,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.26,8.08,8.02,8.19,           No Sensor,      No Sensor,6.69,7.58,8.75,8.71,           No Sensor,      No Sensor,7.19,8,8.06,8.66,           No Sensor,      No Sensor,      ,24.18,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1917:07:38,18356,6.73,6.12,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.24,8.08,8.02,8.19,           No Sensor,      No Sensor,6.68,7.57,8.75,8.71,           No Sensor,      No Sensor,7.21,8.01,8.08,8.67,           No Sensor,      No Sensor,      ,24.16,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1917:12:43,18661,6.73,6.11,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.24,8.06,8.02,8.15,           No Sensor,      No Sensor,6.67,7.57,8.73,8.7,            No Sensor,      No Sensor,7.21,8.01,8.06,8.66,           No Sensor,      No Sensor,      ,24.16,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1917:17:48,18966,6.73,6.14,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.24,8.08,8.02,8.16,           No Sensor,      No Sensor,6.67,7.57,8.75,8.72,           No Sensor,      No Sensor,7.19,8,8.06,8.66,           No Sensor,      No Sensor,      ,24.16,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1917:22:52,19270,6.72,6.14,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.23,8.06,8.01,8.15,           No Sensor,      No Sensor,6.65,7.57,8.73,8.7,            No Sensor,      No Sensor,7.19,7.99,8.06,8.64,           No Sensor,      No Sensor,      ,24.14,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1917:27:57,19575,6.73,6.14,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.23,8.06,8.01,8.14,           No Sensor,      No Sensor,6.65,7.58,8.75,8.71,           No Sensor,      No Sensor,7.19,8,8.06,8.64,           No Sensor,      No Sensor,      ,24.14,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1917:33:02,19880,6.73,6.15,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.23,8.08,8.02,8.14,           No Sensor,      No Sensor,6.64,7.58,8.75,8.71,           No Sensor,      No Sensor,7.19,8,8.08,8.64,           No Sensor,      No Sensor,      ,24.14,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1917:38:07,20185,6.74,6.15,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.23,8.08,8.02,8.14,           No Sensor,      No Sensor,6.67,7.58,8.75,8.71,           No Sensor,      No Sensor,7.21,8.01,8.08,8.66,           No Sensor,      No Sensor,      ,24.12,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1917:43:11,20489,6.74,6.15,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.23,8.08,8.01,8.14,           No Sensor,      No Sensor,6.67,7.59,8.73,8.72,           No Sensor,      No Sensor,7.21,8.01,8.08,8.66,           No Sensor,      No Sensor,      ,24.12,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1917:48:16,20794,6.75,6.15,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.24,8.08,8.01,8.13,           No Sensor,      No Sensor,6.65,7.57,8.73,8.71,           No Sensor,      No Sensor,7.18,8,8.08,8.64,           No Sensor,      No Sensor,      ,24.1,           ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1917:53:20,21098,6.74,6.15,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.24,8.05,8,8.11,           No Sensor,      No Sensor,6.64,7.57,8.73,8.71,           No Sensor,      No Sensor,7.18,8,8.06,8.63,           No Sensor,      No Sensor,      ,24.1,           ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1917:58:25,21403,6.73,6.15,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.24,8.05,8,8.09,           No Sensor,      No Sensor,6.62,7.56,8.71,8.68,           No Sensor,      No Sensor,7.17,7.97,8.06,8.63,           No Sensor,      No Sensor,      ,24.1,           ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1918:03:30,21708,6.73,6.15,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.26,8.05,8,8.09,           No Sensor,      No Sensor,6.62,7.56,8.71,8.68,           No Sensor,      No Sensor,7.17,7.99,8.06,8.63,           No Sensor,      No Sensor,      ,24.1,           ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
