Linux version

Using ReadLine,Boost,HDF5,GSL
mothur v.1.48.1
Last updated: 5/15/24
by
Patrick D. Schloss

Department of Microbiology & Immunology

University of Michigan
http://www.mothur.org

When using, please cite:
Schloss, P.D., et al., Introducing mothur: Open-source, platform-independent, community-supported software for describing and comparing microbial communities. Appl Environ Microbiol, 2009. 75(23):7537-41.

Distributed under the GNU General Public License

Type 'help()' for information on the commands that are available

For questions and analysis support, please visit our forum at https://forum.mothur.org

Type 'quit()' to exit program

[NOTE]: Setting random seed to 19760620.

Batch Mode



mothur > dist.seqs(fasta = RTLC.final.fasta, output = lt)

Using 128 processors.

Sequence	Time	Num_Dists_Below_Cutoff
184600	5965	10336060
304800	5996	10362639
68300	6021	10438272
4600	6110	10582300
88100	6246	10828797
104200	6255	10831444
4700	6381	11047350
4800	6662	11522400
204500	6744	11654904
336200	6836	11766405
4900	6948	12007450
96500	7024	12151125
314800	7116	12276459
167000	7146	12355299
162300	7227	12494174
5000	7237	12502500
147300	7249	12516930
111400	7471	12915730
403200	7503	12901904
5100	7527	13007550
266900	7579	13076924
381500	7738	13351905
5200	7818	13522600
397400	7832	13511039
338500	8046	13877680
5300	8117	14047650
39700	8117	14070010
130600	8147	14099022
136400	8265	14316540
55900	8347	14444689
5400	8417	14582700
373300	8424	14557959
196800	8516	14757225
242600	8547	14796770
248900	8622	14932230
5500	8727	15127750
297100	8746	15150825
322100	8762	15137619
333900	8885	15358365
5600	9042	15682800
200700	9142	15852219
5700	9363	16247850
345300	9557	16573272
78900	9562	16625745
5800	9689	16822900
324500	9729	16872674
171600	9765	16983549
423800	9800	16951220
299700	9850	17081304
264000	9870	17157920
68400	9927	17273322
269800	9937	17265184
252000	10000	17385654
5900	10021	17407950
358500	10159	17565324
239400	10201	17712899
180400	10276	17854749
152500	10333	17988097
436400	10354	17891580
39800	10357	18045060
6000	10360	18003000
226100	10406	18084840
286500	10559	18333984
229500	10680	18586260
6100	10698	18608050
412700	10725	18570510
157500	10839	18892860
319700	10853	18860589
6200	11043	19223100
393500	11111	19280324
118200	11242	19607505
88200	11246	19643847
142000	11376	19870270
6300	11390	19848150
294500	11481	20023722
56000	11501	20039739
188800	11685	20384622
362800	11687	20315260
6400	11746	20483200
340800	11948	20786970
6500	12108	21128250
104300	12171	21256494
215600	12219	21339549
289200	12258	21398099
96600	12461	21806175
6600	12471	21783300
39900	12581	22030110
208300	12623	22074235
245800	12654	22117995
283800	12826	22417119
6700	12846	22448350
124600	12885	22536310
401300	13130	22872504
418300	13211	23005015
441700	13218	22967074
6800	13225	23123400
275500	13390	23413930
6900	13607	23808450
331600	13674	23872644
111500	13727	24060780
68500	13759	24118372
79000	13949	24520795
7000	14001	24503500
278300	14015	24486572
326900	14042	24514725
258100	14296	25031044
7100	14399	25208550
176100	14465	25348104
212000	14631	25644740
56100	14648	25644789
302300	14709	25691930
7200	14803	25923600
40000	14821	26025160
379500	14996	26183154
7300	15208	26648650
375400	15284	26650915
130700	15488	27164072
147400	15526	27251980
7400	15621	27383700
136500	15936	27961590
7500	16037	28128750
88300	16181	28468897
317300	16340	28552995
162400	16356	28729224
184700	16415	28801110
7600	16461	28883800
192900	16478	28923825
167100	16546	29060349
222700	16612	29165185
255100	16712	29329945
7700	16889	29648850
422000	16928	29537585
272700	16939	29718414
261100	16960	29758959
219200	16979	29802020
309900	16998	29745840
40100	17062	30030210
414600	17317	30263172
7800	17324	30423900
236200	17479	30697615
352000	17487	30620259
232900	17525	30734154
68600	17609	30973422
7900	17764	31208950
56200	17798	31259839
438200	17827	31109715
118300	17875	31432555
96700	17884	31471225
104400	18019	31691544
291900	18121	31811214
8000	18206	32004000
204600	18258	32109954
79100	18382	32425845
307400	18417	32271540
349800	18563	32527122
8100	18655	32809050
152600	18874	33243147
343100	18965	33276044
354200	18992	33290429
8200	19111	33624100
281100	19198	33724860
312400	19223	33733422
40200	19304	34045260
142100	19323	34075320
171700	19397	34148599
395500	19430	34009345
8300	19572	34449150
196900	19573	34442275
157600	19681	34647910
360700	19748	34622640
124700	19875	35001360
111600	19965	35215830
8400	20040	35284200
180500	20401	35899799
200800	20411	35927269
8500	20512	36129250
399400	20742	36341305
56300	20956	36884889
8600	20995	36984300
387600	21000	36817535
88400	21124	37303947
68700	21452	37838472
8700	21481	37849350
329300	21552	37862945
40300	21560	38070310
385600	21563	37784047
8800	21968	38724400
242700	22169	39061820
188900	22298	39269672
347600	22309	39272472
8900	22461	39609450
267000	22582	39771974
249000	22599	39827280
130800	22825	40239122
79200	22831	40340895
389600	22907	40123547
9000	22975	40504500
226200	23091	40699890
369200	23139	40606005
304900	23232	40847689
429300	23289	40779035
96800	23317	41146275
356400	23332	40979445
9100	23490	41409550
229600	23573	41541310
136600	23612	41616640
431100	23617	41381040
367100	23631	41475972
239500	23659	41657949
147500	23809	41997030
40400	23844	42105360
104500	23898	42136594
9200	24011	42324600
56400	24148	42519939
252100	24159	42590704
383600	24262	42573495
215700	24354	42904599
208400	24355	42909285
176200	24375	42963154
118400	24534	43267605
9300	24539	43249650
264100	24731	43562970
377500	24742	43405945
427500	24877	43599849
314900	24906	43761509
9400	25070	44184700
269900	25114	44250234
371300	25184	44177679
68800	25345	44713522
432900	25474	44583447
162500	25507	44974274
297200	25525	44865875
9500	25601	45129750
407100	25758	45181995
336300	25872	45391455
167200	25962	45775399
416500	26116	45809005
443500	26119	45675247
88500	26124	46148997
40500	26134	46150410
9600	26136	46084800
420200	26147	45795914
111700	26270	46380880
409000	26377	46210672
245900	26514	46703045
212100	26574	46849790
365000	26619	46711872
9700	26678	47049850
286600	26715	46989034
299800	26746	47056354
184800	26824	47276160
124800	26923	47476410
322200	26974	47352669
391600	27019	47376340
405200	27026	47401614
440000	27153	47514222
338600	27166	47732730
9800	27223	48024900
79300	27312	48265945
142200	27330	48290370
56500	27341	48164989
193000	27358	48218875
152700	27485	48508197
334000	27743	48753415
9900	27777	49009950
324600	28019	49327724
294600	28056	49478772
10000	28336	50005000
425700	28406	49800114
40600	28409	50205460
289300	28555	50323149
157700	28560	50412960
96900	28775	50831325
258200	28815	50846094
283900	28834	50802169
319800	28889	50835639
10100	28898	51010050
275600	28902	50968980
345400	29045	51108322
171800	29080	51323649
222800	29158	51440235
68900	29204	51598572
410900	29280	51354750
219300	29326	51727070
381600	29332	51506955
10200	29467	52025100
434700	29479	51722279
373400	29549	51893009
278400	29718	52321622
104600	29779	52591644
204700	29803	52575004
10300	30041	53050150
130900	30203	53324172
397500	30328	53256089
403300	30354	53226954
358600	30442	53420374
56600	30525	53820039
180600	30583	53954849
10400	30620	54085200
233000	30645	54029204
197000	30676	54137325
40700	30685	54270510
236300	30779	54322665
255200	31059	54844995
88600	31086	55004047
340900	31171	54872020
118500	31186	55112655
10500	31202	55130250
136700	31291	55281690
261200	31643	55874009
200900	31737	56012319
302400	31756	55926980
79400	31757	56200995
10600	31791	56185300
147600	32093	56752080
362900	32187	56600310
272800	32279	56993464
10700	32382	57250350
331700	32387	57037694
327000	32480	57209775
111800	32524	57555930
189000	32940	58164722
40800	32957	58345560
10800	32985	58325400
69000	33059	58493622
393600	33336	58635374
10900	33594	59410450
56700	33732	59485089
423900	33795	59336270
124900	33915	59961460
412800	34077	59845560
97000	34193	60526375
11000	34208	60505500
317400	34247	60288045
176300	34267	60588204
310000	34455	60740890
292000	34560	61006264
162600	34609	61229324
11100	34826	61610550
281200	35036	61839910
436500	35035	61536630
40900	35243	62430610
142300	35291	62515420
167300	35335	62500449
11200	35450	62725600
104700	35633	63056694
307500	35752	63016590
226300	35807	63324940
401400	35807	63007554
242800	35869	63336870
152800	36028	63783247
88700	36045	63869097
208500	36050	63754335
11300	36079	63850650
79500	36202	64146045
379600	36420	64138204
215800	36443	64479649
229700	36473	64506360
375500	36486	64195965
249100	36593	64732330
11400	36714	64985700
418400	36837	64840065
312500	36837	64978472
56800	36912	65160139
69100	36919	65398672
239600	37110	65612999
184900	37243	65761210
352100	37324	65825309
11500	37354	66130750
157800	37376	66188010
131000	37519	66419222
41000	37531	66525660
267100	37598	66477024
118600	37819	66967705
11600	38001	67285800
193100	38166	67523925
441800	38211	67142124
349900	38267	67512172
343200	38308	67591094
252200	38345	67805754
212200	38452	68064840
11700	38653	68450850
171900	38697	68508699
111900	38781	68740980
136800	38933	68956740
354300	38959	68715479
11800	39311	69625900
264200	39543	69978020
97100	39624	70231425
41100	39825	70630710
11900	39974	70810950
329400	40086	70797995
56900	40097	70845189
360800	40100	70697690
246000	40279	71298095
270000	40285	71245284
147700	40348	71517130
305000	40401	71342739
12000	40642	72006000
79600	40650	72101095
180700	40690	72019899
414700	40733	71728222
422100	40780	71742635
69200	40787	72313722
125000	40910	72456510
88800	41006	72744147
204800	41260	73050054
12100	41318	73211050
104800	41492	73531744
219400	41595	73662120
222900	41624	73725285
197100	41697	73842375
395600	41720	73564395
347700	41890	74037522
12200	41998	74426100
41200	42126	74745760
297300	42185	74590925
315000	42584	75256559
438300	42588	74934765
12300	42682	75651150
286700	42788	75654084
387700	42871	75582585
201000	42980	76107369
142400	43255	76750470
258300	43263	76671144
57000	43289	76540239
399500	43296	76286355
385700	43339	76349097
12400	43374	76886200
356500	43407	76624495
189100	43514	77069772
299900	43568	77041404
233100	43676	77334254
162700	43699	77494374
369300	43942	77531055
236400	44013	77957715
12500	44073	78131250
176400	44146	78223254
367200	44325	78191022
275700	44349	78534030
41300	44462	78870810
118700	44483	78832755
294700	44588	78943822
152900	44615	79068297
69300	44703	79238772
167400	44731	79235499
284000	44764	79197219
289400	44813	79258199
12600	44814	79386300
336400	44825	79026505
131100	44902	79524272
389700	44929	79088597
112000	45103	79936030
97200	45119	79946475
322300	45163	79577719
79700	45169	80066145
278500	45391	80166672
255300	45433	80370045
12700	45574	80651350
383700	45947	80938545
88900	46102	81629197
377600	46110	81160995
371400	46190	81312729
338700	46326	81597780
12800	46337	81926400
157900	46347	81973060
324700	46383	81792774
261300	46396	81999059
57100	46651	82245289
334100	46668	82158465
136900	46753	82641790
41400	46926	83005860
319900	46989	82820689
12900	47110	83211450
365100	47341	83216922
104900	47583	84016794
429400	47730	83714085
272900	47802	84278514
185000	47845	84256260
13000	47888	84506500
208600	47978	84609385
125100	48173	84961560
431200	48191	84496090
172000	48601	85703749
13100	48663	85811550
345500	48744	85653372
226400	48774	85959990
215900	48827	86064699
69400	48851	86173822
147800	48917	86292180
407200	48968	85897045
302500	49057	86172030
427600	49310	86354899
193200	49312	86838975
391700	49396	86541390
41500	49403	87150910
13200	49451	87126600
229800	49683	87481410
409100	49774	87115722
242900	49819	87621920
416600	49926	87464055
79800	49945	88041195
57200	50071	87960339
405300	50202	87926664
420300	50212	87820964
13300	50241	88451650
433000	50262	87878497
341000	50723	88967070
212300	50739	89289890
97300	50907	89671525
373500	50941	89238059
249200	50943	89647380
239700	50943	89578049
13400	51014	89786700
358700	51044	89285424
281300	51217	89964960
381700	51229	89672005
180800	51250	90094949
327100	51293	89914825
292100	51371	90211314
89000	51404	90524247
331800	51450	90212744
118800	51551	90707805
443600	51551	90030297
142500	51691	90995520
112100	51787	91141080
13500	51824	91131750
41600	51864	91305960
310100	52325	91745940
440100	52429	91519272
317500	52571	92033095
13600	52622	92486800
131200	52709	92639322
425800	52896	92375164
411000	52924	92449800
69500	52970	93118872
252300	52982	93030804
267200	53110	93192074
363000	53117	92895360
397600	53236	93011139
204900	53282	93535104
197200	53283	93557425
162800	53365	93769424
13700	53439	93851850
57300	53465	93685389
307600	53578	93771640
403400	53633	93562004
153000	53728	94363347
105000	53824	94511844
13800	54266	95226900
41700	54347	95471010
219500	54512	95607170
434800	54601	95197329
176500	54655	95868304
79900	54679	96026245
246100	54702	95903145
167500	54717	95980549
189200	54742	95984822
223000	54762	96020335
201100	54900	96212419
137000	54913	96336840
264300	55004	96403070
312600	55027	96233522
13900	55096	96611950
125200	55619	97476610
158000	55750	97768110
14000	55912	98007000
270100	56136	98250334
393700	56201	98000424
97400	56668	99406575
89100	56676	99429297
14100	56718	99412050
41800	56790	99646060
57400	56849	99420439
69600	57067	100073922
233200	57471	100649304
14200	57536	100827100
147900	57641	101077230
352200	57855	101040359
236500	58016	101602765
412900	58054	101130610
305100	58275	101847789
14300	58347	102252150
343300	58352	101916144
112200	58366	102356130
375600	58384	101751015
424000	58431	101731320
258400	58490	102506194
379700	58525	102103254
118900	58535	102592855
350000	58691	102507222
172100	58732	102908799
185100	58743	102761310
14400	59184	103687200
401500	59193	103152604
41900	59206	103831110
80000	59328	104021295
329500	59393	103743045
286800	59721	104329134
297400	59723	104325975
354400	59725	104150529
105100	60011	105016894
14500	60104	105132250
142600	60124	105250570
57500	60274	105165489
208700	60346	105474435
131300	60496	105764372
436600	60598	105191680
255400	60618	105905095
275800	60767	106109080
193300	60805	106164025
14600	61030	106587300
69700	61278	107038972
315100	61317	106761609
418500	61443	106685115
300000	61449	107036454
360900	61453	106782740
216000	61710	107659749
284100	61747	107602269
42000	61865	108026160
14700	61953	108052350
261400	62018	108134109
278600	62069	108021722
89200	62081	108344347
180900	62094	108179999
289500	62159	108203249
294800	62247	108418872
226500	62328	108605040
97500	62593	109151625
347800	62637	108812572
14800	62885	109527400
153100	62969	109668397
162900	63183	110054474
137100	63187	110041890
125300	63197	110001660
229900	63489	110466460
212400	63523	110524940
14900	63811	111012450
57600	63897	110920539
273000	64204	111573564
80100	64360	112026345
243000	64430	111916970
441900	64449	111327174
42100	64476	112231210
322400	64599	111812769
15000	64711	112507500
356600	64840	112279545
167600	64840	112735599
336500	65081	112671555
197300	65174	113282475
158100	65293	113573160
112300	65296	113581180
176600	65300	113523354
239800	65354	113553099
395700	65387	113129445
414800	65476	113203272
69800	65544	114014022
15100	65580	114012550
205000	65631	114030154
119000	65850	114487905
324800	65888	114267824
249300	65898	114572430
422200	65957	113957685
387800	66115	114357635
189300	66119	114909872
369400	66139	114466105
320000	66185	114815739
367300	66394	114916072
105200	66439	115531944
15200	66464	115527600
385800	66490	114924147
148000	66629	115872280
338800	66656	115472830
334200	66719	115573515
42200	66931	116446260
201200	66975	116327469
302600	67223	116427080
399600	67252	116241405
57700	67280	116685589
15300	67356	117052650
89300	67427	117269397
219600	67676	117562220
281400	68059	118100010
252400	68089	118265854
223100	68143	118325385
15400	68257	118587700
389800	68345	118063647
97600	68392	118906675
131400	68428	118899422
371500	68486	118457779
142700	68754	119515620
377700	68781	118926045
438400	68817	118769815
292200	68891	119426364
383800	68976	119313595
80200	69047	120041395
267300	69110	119917124
172200	69161	120123849
15500	69165	120132750
365200	69222	119731972
246200	69399	120518195
42300	69401	120671310
345600	69441	120208422
69900	69627	120999072
185200	70034	121276360
15600	70062	121687800
125400	70574	122536710
264400	70771	122838120
57800	70800	122460639
327200	70859	122629875
310200	70865	122760990
15700	70965	123252850
341100	71092	123072120
137200	71240	123756940
331900	71263	123397794
233300	71424	123974354
317600	71556	123788145
112400	71854	124816230
42400	71855	124906360
15800	71882	124827900
307700	71933	124536690
153200	71973	124983447
236600	72181	125257815
193400	72314	125499075
270200	72388	125265384
358800	72521	125160474
105300	72578	126056994
89400	72639	126204447
163000	72735	126349524
181000	72787	126275049
208800	72788	126349485
119100	72792	126392955
391800	72799	125716440
15900	72811	126412950
373600	73252	126593109
407300	73263	126622095
429500	73399	126659135
312700	73636	127498572
70000	73701	127994122
80300	73715	128066445
16000	73742	128008000
431300	73940	127621140
258500	73946	128351244
381800	74010	127847055
97700	74081	128671725
409200	74171	128030772
57900	74197	128245689
42500	74335	129151410
405400	74383	128461714
216100	74498	129264799
158200	74517	129388210
167700	74619	129500649
16100	74679	129613050
363100	74771	129200410
416700	74804	129129105
427700	74840	129119949
148100	75263	130677330
420400	75288	129856014
176700	75615	131188404
16200	75619	131228100
226600	75673	131260090
255500	75762	131450145
212500	75943	131769990
131500	76081	132044472
433100	76087	131183547
305200	76476	132362839
16300	76567	132853150
197400	76694	133017525
42600	76814	133406460
286900	76815	133014184
397700	76927	132776189
230000	76935	133461510
142800	77073	133790670
275900	77107	133694130
189400	77165	133844922
411100	77418	133554850
297500	77420	134071025
261500	77425	134279159
16400	77519	134488200
58000	77583	134040739
205100	77610	134535204
403500	77653	133907054
70100	77778	134999172
89500	77859	135149497
125500	77892	135081760
443700	77981	134395347
425900	78261	134960214
80400	78399	136101495
112500	78436	136061280
16500	78478	136133250
278700	78480	135886772
284200	78517	136017319
440200	78644	135534322
201300	78716	136452519
105400	78728	136592044
243100	78773	136222020
343400	78830	136251194
352300	78834	136265409
329600	79028	136698095
300100	79182	137041504
172300	79195	137348899
289600	79227	137158299
137300	79259	137481990
42700	79306	137671510
239900	79357	137538149
16600	79449	137788300
350100	79562	137512272
393800	79639	137375474
119200	79750	138308005
97800	79781	138446775
294900	79855	137903922
315200	79936	138276659
273100	80148	138878614
16700	80430	139453350
434900	80455	138682379
249400	80461	139507480
219700	80487	139527270
375700	80769	139316065
354500	80824	139595579
185300	80910	139801410
58100	80994	139845789
223200	81167	140640435
379800	81180	140078304
153300	81258	140308497
16800	81416	141128400
42800	81823	141946560
70200	81909	142014222
163100	82282	142654574
16900	82415	142813450
413000	82668	142425660
361000	82826	142877790
252500	83015	143510904
89600	83129	144104547
401600	83134	143307654
80500	83136	144146545
181100	83396	144380099
17000	83410	144508500
322500	83518	144057819
193500	83650	144844125
424100	83715	144136370
158300	83792	145213260
131600	83796	145199522
246300	83797	145143245
347900	83803	143597622
148200	83951	145492380
42900	84338	146231610
17100	84404	146213550
58200	84412	145660839
167800	84438	146275699
281500	84520	146245060
267400	84721	146652174
336600	84825	146326605
105500	84910	147137094
320100	84925	146820789
302700	84968	146692130
208900	85010	147234535
112600	85045	147316330
233400	85075	147309404
125600	85244	147636810
17200	85385	147928600
142900	85423	148075720
97900	85502	148231825
324900	85597	146752874
356700	85744	147944595
176800	85962	148863454
292300	85984	148651414
70300	85991	149039272
236700	86019	148922865
264500	86227	149283170
334300	86300	148998565
17300	86387	149653650
436700	86497	148856730
338900	86503	149357880
119300	86716	150233055
43000	86813	150526660
418600	86870	148540165
216200	87118	150879849
137400	87274	151217040
17400	87388	151388700
369500	87774	151411155
58300	87779	151485889
80600	87800	152201595
367400	87891	151651122
270300	88152	152290434
189500	88219	152789972
197500	88234	152762575
89700	88324	153069597
212600	88344	153025040
17500	88402	153133750
395800	88583	152704495
387900	88849	153142685
226700	88890	153925140
310300	89002	153786040
258600	89038	154206294
385900	89103	153509197
172400	89260	154583949
43100	89305	154831710
17600	89424	154888800
205200	89591	155050254
345700	89680	154773472
414900	89852	154688322
307800	89953	155311740
327300	90018	155354925
70400	90067	156074322
317700	90140	155553195
371600	90222	155612829
230100	90358	156466560
442000	90392	155522224
17700	90455	156653850
201400	90466	156587569
153400	90556	155643547
365300	90595	156257022
255600	90658	157005195
399700	90685	156206455
332000	90700	156592844
422300	90714	156182735
377800	90907	156701095
105600	91041	157692144
341200	91074	157187170
389900	91181	157048697
58400	91184	157320939
98000	91197	158026875
131700	91434	158364572
17800	91495	158428900
112700	91602	158581380
185400	91709	158336460
163200	91774	158969624
43200	91827	159146760
312800	91935	158773622
383900	92180	157698645
80700	92508	160266645
17900	92543	160213950
125700	92549	160201860
148300	92564	160317430
261600	92682	160434209
243200	92957	160537070
158400	92987	161048310
276000	93217	161289180
219800	93306	161502320
240000	93361	161533199
89800	93567	162044647
287000	93585	161709234
18000	93596	162009000
358900	93613	161045524
119400	93673	162168105
143000	93748	162370770
181200	93952	162495149
70500	94188	163119372
223300	94195	162965485
167900	94201	163060749
305300	94325	162887889
43300	94352	163471810
438500	94553	162614865
58500	94607	163165989
18100	94645	163814050
278800	94776	163761822
297600	94820	163826075
193600	94906	164199175
249500	94989	164452530
284300	95118	164442369
373700	95137	163958159
137500	95280	164962090
18200	95693	165629100
391900	95781	164901490
363200	96031	165515460
273200	96066	166193664
289700	96135	166123349
176900	96255	166548504
381900	96361	166032105
300200	96718	167056554
18300	96753	167454150
43400	96861	167806860
98100	96912	167831925
407400	97125	167357145
209000	97169	168129585
105700	97198	168257194
80800	97206	168341695
295000	97518	167398972
252600	97703	168765954
18400	97819	169289200
58600	98006	169021039
246400	98128	169778295
405500	98136	169006764
409300	98154	168955822
112800	98159	169856430
70600	98274	170174422
329700	98287	169663145
315300	98338	169801709
429600	98609	169614185
233500	98659	170654454
89900	98780	171029697
18500	98893	171134250
343500	98924	170596244
131800	99092	171539622
431400	99217	170756190
189600	99258	171745022
172500	99303	171828999
43500	99378	172151910
352400	99452	171500459
153500	99484	170988597
216300	99702	172504899
197600	99737	172517625
236800	99786	172597915
125800	99859	172776910
416800	99902	170804155
427800	99919	171894999
420500	99939	171901064
18600	99969	172989300
350200	100030	172527322
397800	100186	172551239
267500	100276	173397224
119500	100599	174113155
212700	100720	174290090
281600	100896	174400110
18700	101054	174854350
148400	101180	175152480
403600	101272	174262104
163300	101274	175294674
58700	101419	174886089
433200	101473	174498597
411200	101508	174669900
354600	101540	175050629
205300	101548	175575304
264600	101613	175738220
80900	101903	176426745
43600	101909	176506960
143100	102048	176675820
226800	102092	176600190
18800	102149	176729400
158500	102180	176893360
201500	102200	176732619
322600	102339	176312869
70700	102380	177239472
185500	102493	176881510
98200	102617	177646975
302800	102622	176967180
393900	102705	176760524
375800	102746	176891115
292400	103014	177886464
426000	103239	177555264
18900	103244	178614450
137600	103270	178717140
105800	103341	178832244
379900	103393	178063354
320200	103560	178835839
230200	103751	179481610
270400	103889	179325484
361100	103902	178982840
168000	103949	179855799
443800	103978	178770397
90000	103996	180024747
258700	104083	180071344
348000	104148	178392672
19000	104337	180509500
440300	104425	179559372
43700	104438	180872010
336700	104440	179991655
181300	104476	180620199
325000	104571	179247924
112900	104722	181141480
58800	104834	180761139
19100	105449	182414550
255700	105523	182570245
334400	105815	182433615
435000	105907	182177429
219900	106080	183487370
193700	106157	183564225
339000	106283	183252930
70800	106490	184314522
177000	106542	184243554
19200	106563	184329600
356800	106567	183619645
81000	106606	184521795
401700	106609	183472704
131900	106750	184724672
413100	106812	183730710
43800	106982	185247060
310400	107086	184821090
243300	107091	184862120
223400	107165	185300535
125900	107167	185361960
240100	107295	185538249
119600	107542	186068205
19300	107672	186254650
261700	107868	186599259
307900	107889	186096790
98300	108300	187472025
58900	108345	186646189
153600	108397	186343647
424200	108499	186551420
317800	108659	187328245
19400	108789	188189700
327400	109108	188089975
90100	109210	189029797
276100	109240	188894230
209100	109279	189034635
172600	109310	189084049
367500	109339	188396172
369600	109346	188366205
249600	109464	189407580
105900	109469	189417294
43900	109504	189632110
148500	109780	189997530
345800	109836	189348522
19500	109915	190134750
332100	110045	189797894
312900	110133	190058672
287100	110245	190414284
189700	110250	190710072
143200	110333	190990870
70900	110578	191399572
163400	110729	191629724
341300	110963	191312220
278900	110969	191646872
19600	111045	192089800
197700	111190	192282675
137700	111225	192482190
113000	111260	192436530
81100	111278	192626845
418700	111326	190405215
158600	111351	192748410
388000	111471	191937735
386000	111618	192104247
284400	111624	192877419
395900	111674	192289545
365400	111880	192792072
371700	111888	192777879
273300	111908	193518714
59000	111943	192541239
436800	112011	192531780
44000	112045	194027160
305400	112054	193422939
297700	112125	193591125
19700	112188	194054850
233600	112199	194009504
216400	112239	194139949
246500	112422	194423345
252700	112637	194031004
377900	112956	194486145
289800	112966	195098399
212800	113052	195565140
19800	113340	196029900
205400	113459	196110354
185600	113496	195436560
236900	113539	196282965
168100	113684	196660849
201600	113879	196887669
390000	113930	196043747
98400	114000	197307075
399800	114013	196181505
415000	114081	196183372
300300	114151	197081604
132000	114386	197919722
90200	114437	198044847
126000	114451	197957010
119700	114475	198033255
19900	114485	198014950
384000	114535	196093695
359000	114568	196940574
44100	114602	198432210
295100	114665	196904022
71000	114696	198494622
181400	114982	198755249
226900	115246	199285240
59100	115376	198446289
422400	115381	198417785
106000	115615	200012344
20000	115648	200010000
267600	115802	200152274
81200	115998	200741895
442100	116216	199727274
315400	116686	201336759
177100	116801	201948604
20100	116815	202015050
373800	116955	201333209
264700	116974	202203270
230300	117114	202506660
44200	117171	202847260
363300	117182	201840510
281700	117266	202565160
153700	117315	201708697
193800	117397	202939275
329800	117476	202638195
113100	117842	203741580
20200	117981	204030100
148600	118402	204852580
382000	118620	204227155
392000	118631	204096540
143300	118646	205315920
59200	118817	204361339
71100	118823	205599672
220000	118835	205482420
343600	118910	204951294
258800	119088	205946394
20300	119155	206055150
137800	119226	206257240
172700	119332	206349099
90300	119680	207069897
98500	119718	207152125
44300	119733	207272310
270500	119845	206370534
352500	119969	206745509
292500	120011	207131514
223500	120113	207645585
438600	120150	206469915
163500	120232	207974774
302900	120240	207252230
20400	120340	208090200
255800	120369	208145295
350300	120405	207552372
158700	120562	208613460
81300	120712	208866945
407500	120862	208102195
322700	121136	208577919
240200	121216	209553299
189800	121267	209685122
209200	121428	209949685
243400	121439	209197170
119800	121440	210008305
20500	121530	210135250
106100	121770	210617394
405600	121773	209561814
126100	121773	210562060
409400	122028	209890872
132100	122060	211124772
320300	122149	210860889
354700	122181	210515679
59300	122258	210286389
44400	122300	211707360
197800	122664	212057725
20600	122707	212190300
71200	122933	212714722
261800	123041	212774309
397900	123357	212336289
