Linux version

Using ReadLine,Boost,HDF5,GSL
mothur v.1.48.1
Last updated: 5/15/24
by
Patrick D. Schloss

Department of Microbiology & Immunology

University of Michigan
http://www.mothur.org

When using, please cite:
Schloss, P.D., et al., Introducing mothur: Open-source, platform-independent, community-supported software for describing and comparing microbial communities. Appl Environ Microbiol, 2009. 75(23):7537-41.

Distributed under the GNU General Public License

Type 'help()' for information on the commands that are available

For questions and analysis support, please visit our forum at https://forum.mothur.org

Type 'quit()' to exit program

[NOTE]: Setting random seed to 19760620.

Batch Mode



mothur > dist.seqs(fasta = RTLC.final.fasta, output = lt)

Using 128 processors.

Sequence	Time	Num_Dists_Below_Cutoff
423000	262207	452038085
408100	262375	452782495
316200	262381	453977159
394600	262437	452735874
372400	262491	453213229
115300	262530	454982680
406200	262600	453102114
353200	262690	453740859
49600	262792	456109960
139600	262811	455918140
195100	262889	455724925
339800	263112	454773330
231400	263155	456442210
30200	263156	456035100
101000	263161	456528375
84300	263527	457268445
332900	263567	455798294
282600	263570	456500610
108400	263615	457293544
191100	263692	457270772
290700	263720	456323849
63300	263882	455488389
238000	263901	457478515
437400	263932	454792080
187000	263987	456257260
410000	264147	455711172
364000	264222	456395860
150300	264406	458918430
30300	264840	459060150
404300	264943	457027454
202900	265131	459813319
74600	265367	460576422
49700	265540	461075010
348800	265557	457113072
355400	265607	459051029
378600	265973	459261495
210400	266115	461710285
30400	266531	462095200
298600	266739	461926575
160300	267163	463814260
93100	267201	463831297
121900	267254	463794355
134000	267266	463920722
63400	267398	461823439
206700	267526	463976004
250700	267632	464573130
256800	267633	464445795
145100	267721	464876820
128100	267764	464763060
386700	267918	462549597
259800	267975	465246894
308800	267989	463612240
411900	268141	462755250
84400	268205	465703495
296000	268233	462899472
30500	268235	465140250
49800	268301	466050060
311300	268311	464586540
277100	268335	465494730
374500	268363	463238559
388700	268506	463783085
247600	268595	466178895
155400	268663	464444547
342100	268688	464672620
101100	268767	466633425
174200	268773	466524849
115400	268943	466517730
169700	268985	466901649
417500	269196	462809505
402400	269314	464908054
265700	269329	467403770
274300	269346	467319214
74700	269515	468041472
346600	269620	466308922
108500	269636	468138594
330600	269641	466798595
442700	269766	465167574
321100	269823	467421289
268600	269928	468252774
301200	269954	467757054
30600	269960	468195300
178600	270042	468724354
323500	270144	467058319
384700	270254	465139045
421200	270335	466496414
306300	270537	468688389
139700	270568	469883190
199100	270765	470043375
361900	270795	468183240
221200	270863	470203020
63500	270946	468168489
49900	271078	471035110
165100	271135	470855574
357600	271476	469380045
279900	271606	471047372
293400	271664	470786964
30700	271675	471260350
396600	271783	469664895
390700	271792	469289097
182900	271918	471980999
228100	271975	472285840
439200	272274	469810215
93200	272391	473146347
214100	272441	473050790
430300	272597	470579535
313800	272604	472074122
150400	272758	473953480
84500	272902	474148545
253800	272946	472606554
382700	273007	471872505
241300	273188	474378849
428500	273254	471600349
30800	273391	474335400
262800	273567	475074809
318700	273603	473753695
234800	273634	475050104
74800	273676	475516522
195200	273730	475239975
325900	273758	472153374
50000	273857	476030160
432100	273891	472981540
413800	273986	473146060
122000	274050	475989405
217700	274238	476305599
191200	274319	476385822
224700	274381	476566185
187100	274385	474962310
101200	274398	476748475
63600	274485	474523539
134100	274736	477325772
128200	274902	477578110
30900	275118	477420450
285400	275326	477777919
115500	275374	478062780
426700	275576	476000614
288100	275587	478014784
108600	275669	478993644
244500	275700	477542720
400500	275756	476286855
271500	275774	477371034
145200	275789	479391870
231500	276012	479587260
160400	276084	479849310
203000	276420	480108369
376600	276440	477851515
50100	276641	481035210
433900	276824	477983947
31000	276850	480515500
392700	276986	478741890
238100	277148	481283565
303800	277282	480267680
155500	277322	479989597
344400	277348	480151694
93300	277580	482471397
84600	277608	482603595
210500	277828	482755335
74900	277842	483001572
63700	278032	480888589
139800	278337	483858240
169800	278435	483876699
174300	278470	483949899
31100	278589	483620550
380700	278760	482303754
368300	278936	482716572
328300	278985	483155425
206800	279040	484651054
335300	279286	483799065
282700	279301	484765660
337600	279312	483427105
50200	279430	486050260
370400	279898	484366605
290800	279941	485398899
178700	279979	486589404
101300	280031	486873525
316300	280040	485602209
424900	280057	483736770
165200	280321	487370624
31200	280332	486735600
366200	280427	485432472
359800	280507	484460974
122100	280838	488194455
419400	280901	483740565
150500	281125	488998530
250800	281564	489648180
63800	281585	487263639
351100	281684	488112772
108700	281718	489858694
415700	281719	486928722
115600	281815	489617830
435700	281825	486922779
199200	281838	489958425
256900	281926	490130845
75000	282010	490496622
128300	282049	490403160
339900	282076	488758380
31300	282081	489860650
183000	282099	490276049
333000	282142	489093344
134200	282199	490740822
50300	282223	491075310
84700	282316	491068645
247700	282376	490943945
259900	282436	491231944
353300	282439	489065909
441000	282445	488014722
93400	282775	491806447
221300	283175	492328070
372500	283310	490458279
298700	283387	491791625
444500	283462	489675747
277200	283758	493209780
31400	283831	492995700
145300	283855	493916920
398600	283884	491111639
265800	284112	493978820
214200	284354	494465840
394700	284506	492200924
364100	284556	492800910
195300	284588	494765025
274400	284621	494754264
228200	284667	495100890
296100	284780	492504522
187200	284802	493677360
268700	284860	495117824
191300	284946	495510872
160500	284997	495894360
50400	285019	496110360
348900	285080	491998122
63900	285140	493648689
408200	285213	493597545
308900	285236	494497290
406300	285305	493727164
355500	285451	494596079
31500	285592	496140750
101400	285668	497008575
311400	285677	495721590
423100	285900	494343135
155600	286007	495544647
139900	286118	497843290
75100	286172	498001672
217800	286350	498080649
241400	286618	498513899
234900	286697	498535154
301300	286740	497882104
224800	286876	499041235
84800	287028	499543695
253900	287063	497991604
410100	287101	496716222
378700	287137	497126545
280000	287206	499042422
31600	287364	499295800
404400	287571	497462504
306400	287623	499323439
122200	287633	500409505
203100	287708	500413419
321200	287721	499536339
108800	287761	500733744
342200	287816	498887670
50500	287821	501155410
169900	287871	500861749
93500	287968	501151497
293500	288009	500132014
330700	288075	499863645
174400	288149	501384949
262900	288172	501359859
323600	288204	499413369
115700	288242	501182880
437500	288424	498537130
64000	288692	500043739
231600	288870	502742310
346700	288974	500973972
31700	289113	502460850
128400	289176	503238210
244600	289280	501997770
374600	289337	500693609
150600	289472	504053580
165300	289485	503895674
210600	289510	503810385
386800	289525	501224647
134300	289638	504165872
178800	289889	504464454
313900	290101	503459172
388800	290236	502658135
75200	290318	505516722
238200	290372	505098615
206900	290513	505336104
50600	290601	506210460
271600	290848	504526084
31800	290869	505635900
362000	290987	504378290
412000	291171	503950300
285500	291178	506322969
101500	291272	507153625
318800	291350	505628745
357700	291420	505145095
288200	291599	506829834
84900	291694	508028745
384800	291773	503614095
402500	291784	505153104
145400	291888	508451970
326000	291930	504748424
64100	292218	506448789
183100	292224	508581099
417600	292565	504564555
31900	292633	508820950
199300	292863	509883475
93600	293116	510506547
50700	293384	511275510
390800	293609	508364147
108900	293748	511618794
140000	293829	511838340
160600	293856	511949410
421300	293857	508621464
396700	293872	509329945
303900	294148	510652730
382800	294323	510147555
122300	294357	512634555
32000	294402	512016000
75300	294460	513041772
442800	294491	509442624
155700	294589	511109697
115800	294623	512757930
282800	294976	513040710
187300	295138	512402410
195400	295383	514300075
221400	295415	514463120
250900	295437	514733230
191400	295534	514645922
64200	295779	512863839
247800	296083	515718995
290900	296095	514483949
257000	296141	515825895
50800	296200	516350560
214300	296201	515890890
32100	296202	515221050
128500	296263	516083260
85000	296391	516523795
344500	296527	514596744
430400	296618	513614585
439300	296810	513735265
260000	296820	517226994
101600	296886	517308675
134400	297057	517600922
413900	297082	514531110
428600	297191	514455399
328400	297246	515990475
170000	297262	517856799
228300	297285	517925940
376700	297429	515516565
316400	297623	517237259
174500	297785	518829999
150700	297794	519118630
335400	297923	517334115
32200	298006	518436100
432200	298020	516196590
337700	298102	517192155
400600	298125	516341905
93700	298312	519871597
217900	298389	519865699
165400	298623	520430724
75400	298655	520576822
265900	298824	520563870
392800	298892	518016940
203200	298931	520728469
50900	299026	521435610
277300	299120	520934830
224900	299309	521526285
64300	299359	519288889
426800	299389	518675664
368400	299456	519551622
235000	299696	522030204
268800	299748	521992874
178900	299782	522349504
109000	299803	522513844
32300	299811	521661150
274500	299832	522199314
145500	299947	522997020
298800	299961	521666675
380800	299964	520378804
241500	299976	522658949
370500	300514	521411655
359900	300577	520446024
333100	300655	522398394
366300	300831	522057522
340000	300985	522753430
434000	301054	521378997
115900	301077	524342980
254000	301101	523386654
85100	301118	525028845
122400	301156	524869605
210700	301165	524875435
296200	301202	522119572
351200	301214	523227822
140100	301607	525843390
32400	301618	524896200
231700	301682	525907360
51000	301847	526530660
207000	301979	526031154
353400	302097	524400959
183200	302371	526896149
309000	302385	525392340
101700	302521	527473725
280100	302693	527047472
263000	302714	527654909
160700	302767	528014460
244700	302816	526462820
75500	302832	528121872
64400	302930	525723939
311500	302963	526866640
155800	303244	526684747
128600	303388	528938310
32500	303427	528141250
301400	303450	528017154
93800	303495	529246647
238300	303572	528923665
425000	303758	526231820
199400	303918	529818525
372600	304050	527713329
293600	304284	529487064
419500	304310	525685615
349000	304487	526893172
134500	304517	531045972
306500	304628	529968489
51100	304672	531635710
364200	304808	529215960
415800	304866	528503772
355600	305223	530151129
32600	305244	531396300
187400	305533	531137460
321300	305534	531661389
85200	305824	533543895
109100	305828	533418894
271700	305894	531691134
398700	306102	530976689
435800	306108	530497829
150800	306143	534193680
191500	306155	533790972
323700	306178	531778419
195500	306221	533845125
330800	306414	532938695
394800	306489	531675974
64500	306501	532168989
170100	306683	534861849
342300	306846	533112720
75600	307010	535676922
285600	307022	534878019
441100	307039	532119772
32700	307072	534661350
174600	307462	536285049
116000	307500	535938030
51200	307506	536750760
314000	307545	534854222
288300	307605	535654884
221500	307699	536608170
165500	307785	536975774
122500	307938	537114655
406400	307942	534362214
408300	307957	534422595
145600	308017	537552070
214400	308077	537325940
101800	308155	537648775
378800	308199	535001595
346800	308253	535649022
444600	308281	534130797
93900	308690	538631697
32800	308895	537936400
318900	309075	537513795
251000	309329	539828280
140200	309363	539858440
423200	309502	536658185
179000	309680	540244554
247900	309808	540504045
410200	309918	537731272
228400	309926	540760990
326100	310062	537353474
64600	310078	538624039
404500	310104	537907554
203300	310176	541053519
374700	310202	538158659
51300	310334	541875810
257100	310376	541530945
218000	310448	541660749
128700	310502	541803360
85300	310540	542068945
282900	310667	541325760
32900	310724	541221450
304000	311031	541047780
386900	311056	539909697
362100	311117	540583340
75700	311190	543241972
260100	311231	543232044
357800	311314	540920145
160800	311650	544089510
225000	311752	544021335
155900	311862	542269797
109200	311868	544333944
388900	311896	541543185
134600	311954	544501022
291000	312267	543578999
183300	312512	545221199
33000	312558	544516500
235100	312694	545535254
210800	312814	545950485
437600	312828	542292180
51400	313173	547010860
384900	313206	542099145
241600	313340	546813999
207100	313440	546736204
266000	313545	547158920
64700	313658	545089089
101900	313780	547833825
94000	313881	548026747
116100	313919	547543080
412100	314117	545155350
402600	314224	545408154
33100	314397	547821550
277400	314476	548669880
150900	314479	549278730
231800	314499	549082410
268900	314609	548877924
122600	314703	549369705
199500	314940	549763575
274600	315011	549654364
254100	315113	548791704
316500	315171	548882309
85400	315249	550603995
75800	315370	550817022
390900	315396	547449197
328500	315492	548835525
382900	315646	548432605
344600	315685	549051794
417700	315841	546329605
187500	315896	549882510
396800	315982	549004995
51500	316012	552155910
145700	316050	552117120
170200	316075	551876899
33200	316240	551136600
244800	316341	550937870
298900	316522	551551725
335500	316551	550879165
191600	316733	552946022
238400	316755	552758715
337800	316877	550967205
165600	316917	553530824
195600	317037	553400175
174700	317103	553750099
140300	317107	553883490
64800	317241	551564139
263100	317254	553959959
421400	317369	550756514
128800	317617	554678410
296300	317634	551744622
109300	317904	555258994
33300	318104	554461650
280200	318207	555062522
376800	318402	553191615
51600	318871	557310960
94100	319086	557431797
333200	319145	555713444
442900	319200	553727674
134700	319407	557966072
102000	319429	558028875
309100	319551	556297390
75900	319574	558402072
179100	319588	558149604
340100	319879	556758480
214500	319948	558770990
368500	319951	556396672
221600	319956	558763220
33400	319982	557796700
85500	319983	559149045
414000	320157	555926160
301500	320172	558162204
311600	320248	558021690
116200	320369	559158130
400700	320445	556406955
156000	320501	557864847
160900	320549	560174560
293700	320551	558852114
430500	320622	556659635
360000	320649	556441074
351300	320704	558352872
392900	320778	557301990
64900	320858	558049189
271800	320951	558866184
428700	321088	557320449
370600	321109	558466705
380900	321150	558463854
366400	321206	558692572
439400	321352	557670315
203400	321433	561388569
122700	321498	561634755
306600	321654	560623539
51700	321734	562476010
353500	321749	559746009
33500	321853	561141750
432300	322121	559421640
218100	322530	563465799
228500	322568	563606040
183400	322662	563556249
151000	322841	564373780
285700	322852	563443069
426900	323183	561360714
251100	323211	564933330
321400	323350	563796439
248000	323514	565299095
288400	323586	564489934
33600	323718	564496800
76000	323776	565997122
349100	323883	561798222
109400	323959	566194044
145800	324120	566692170
323800	324174	564153469
225100	324203	566526385
94200	324295	566846847
65000	324440	564544239
210900	324468	567035535
51800	324583	567651060
257200	324601	567245995
85600	324700	567704095
128900	324742	567563460
330900	324772	566023745
372700	324782	564978379
140400	324877	567918540
207200	324887	567451254
314100	324954	566259272
355700	324978	565716179
364300	325048	565641010
102100	325064	568233925
434100	325236	564784047
170300	325504	568901949
33700	325589	567861850
260200	325613	569247094
235200	325696	569050304
342400	325875	567347770
199600	325982	569718625
165700	326093	570095874
187600	326280	568637560
283000	326334	569620810
241700	326716	570979049
174800	326774	571225149
319000	326777	569408845
116300	326815	570783180
134800	326857	571441122
231900	327326	572267460
191700	327358	572111072
425100	327450	568736870
51900	327462	572836110
33800	327483	571236900
346900	327517	570334072
419600	327677	567640665
195700	327877	572965225
304100	327892	571452830
76100	327988	573602172
415900	328024	570088822
65100	328055	571049289
326200	328166	569968524
266100	328280	573763970
122800	328284	573909805
398800	328318	570851739
291100	328427	572684049
394900	328469	571161024
156100	329132	573469897
254200	329171	574206754
378900	329279	572886645
33900	329376	574621950
85700	329452	576269145
161000	329457	576269610
269000	329510	575772974
179200	329512	576064654
94300	329519	576271897
277500	329847	576414930
244900	329891	575422920
238500	329976	576603765
109500	330026	577139094
274700	330240	577119414
52000	330336	578031160
435900	330429	574082879
406500	330578	575007264
408400	330687	575257645
102200	330742	578448975
374800	331096	575633709
151100	331188	579478830
357900	331242	576705195
34000	331285	578017000
362200	331297	576798390
441200	331646	576234822
65200	331677	577564339
214600	331833	580226040
263200	331838	580275009
129000	331899	580458510
145900	332203	581277220
76200	332212	581217222
221700	332234	580928270
387000	332603	578604747
140500	332670	581963590
404600	332684	578362604
203500	332703	581733619
316600	332754	580537359
410300	332783	578756322
183500	332828	581901299
444700	333084	578595847
423300	333087	578983235
299000	333130	581446775
34100	333191	581422050
52100	333219	583236210
116400	333277	582418230
389000	333556	580438235
280300	333747	583087572
328600	333773	581690575
296400	334075	581379672
85800	334205	584844195
134900	334327	584926172
218200	334613	585280849
385000	334655	580594195
94400	334748	585706947
344700	334863	583516844
170400	334942	585936999
122900	335083	586194855
34200	335093	584837100
335600	335206	584434215
228600	335212	586461090
165800	335272	586670924
65300	335291	584089389
337900	335703	584752255
271900	335997	586051234
109600	336081	588094144
52200	336100	588451260
211000	336165	588130585
207300	336369	588176304
102300	336401	588674025
76300	336415	588842272
174900	336451	588710199
402700	336666	585673204
225200	336681	589041435
187700	336682	587402610
309200	336720	587212440
293800	336820	588227164
301600	336899	588317254
383000	336979	586727655
34300	337000	588262150
199700	337037	589683675
251200	337104	590048380
412200	337116	586370400
391000	337203	586544247
437700	337244	586057230
248100	337251	590104145
311700	337547	589186740
333300	337661	589038494
156200	337777	589084947
191800	337977	591286122
396900	338081	588690045
161100	338367	592374660
306700	338676	591288589
285800	338692	592018119
195800	338713	592540275
235300	338723	592575354
340200	338790	590773530
257300	338847	592971045
65400	338917	590624439
34400	338930	591697200
85900	338953	593429245
52300	338993	593676310
129100	339038	593363560
417800	339117	588104655
376900	339407	590876665
179300	339428	593989704
151200	339542	594593880
288500	339577	593334984
116500	339736	594063280
94500	339979	595151997
260300	340024	595272144
241800	340105	595154099
232000	340178	595462510
351400	340240	593487922
146000	340292	595872270
140600	340456	596018640
368600	340485	593251722
76400	340654	596477322
360100	340722	592446124
34500	340878	595142250
421500	340923	592901564
321500	341198	595941489
353600	341439	595101059
366500	341602	595337622
370700	341765	595531755
135000	341816	598421222
123000	341907	598489905
52400	341908	598911360
283100	342056	597925860
102400	342088	598909075
109700	342174	599059194
323900	342222	596538519
381000	342364	596558904
314200	342438	597674322
65500	342564	597169489
393000	342671	596597040
400800	342799	596482005
34600	342804	598597300
183600	342994	600256349
266200	343035	600379020
